fqn,global_combat_id,name,icon,attack_type,ablGlobalCooldownTime,mirror_fqn,exclusive_to_spec,is_interrupt,grants_absorb,its_revive,ignore_alacrity,is_passive,is_dcd,dcd_candidate
abl.qtr.1x4.daily.belsavis.imperial.the_aurora_cannon.boss_steal_healing_debuff,3023326263902208,Force Siphon,sacrifice,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.the_aurora_cannon.buff_damage_reduction,2984615723663360,Veil of the Ancients,ancienttablet3,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.republic.heart_of_the_hunt.weapon_cache_explode,2933290864476160,Explosion,thermaldetonator,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.republic.imminent_threat.weapon_cache_explode,2983563456675840,Explosion,thermaldetonator,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.republic.priority_containment.frozen_kintan,,,stimpack,None,-1.0,,,False,False,False,False,True,False,False
abl.qtr.1x4.daily.belsavis.republic.the_dread_guard.explosive_probe_cast,3022523105017856,Explosive Probe,explosiveprobe,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.aoe_cant_reach,3041154673147904,Frustrated Cry,riflegrenade,Force,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.aoe_cone_shout,2972572635365376,Sonic Paralysis,forcestream,Force,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.aoe_shout,2972100188962816,Shriek,riflegrenade,Force,6.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.aoe_smash,2972993542160384,Smash,,Tech,3.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.area_corruption_counter,2964107254824960,Corruption,darkaffliction,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.charge,2972916232749056,Charge,,Tech,3.0,,,True,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.dreadguard_add_flurry,3041296407068672,Shock,shock,Force,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.dreadguard_add_passive,,,shock,None,-1.0,,,False,False,False,False,True,False,False
abl.qtr.1x4.daily.belsavis.superboss.electrify,3002431248007168,Electrify,,Tech,9.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.flurry,2964390722666496,Cleave,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.ground_spike_cast,2974784543522816,Ground Spike,,Tech/Force,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.itm_amulet,2989370252460032,Dreadful Amulet,amulet,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.itm_corruption,2989082489651200,Dreadful Essence,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.itm_helmet,3073061985189888,Dreadful Guard,fancyheirloomnecklacecolor,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.itm_orb,3146377076932608,Dreadful Orb,krayt_dragon_pearl,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.knockback,2964395017633792,Backhand Smash,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.location_marker,,,forcequake,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.raid_tag,,,imperialcommendation4,Force,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.rock_heave,2971009267269632,Rock Heave,forcequake,Tech,5.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.rock_toss,2971151001190400,Rock Toss,,Tech/Force,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.superboss.rock_toss_tank,2987570661163008,Rock Toss,,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.multi.buff_scannable_area_marker,3062779833483264,Scannable Area,becomevanished,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.multi.item_component_scanner,,,comlink,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.hk_51.multi.item_component_scanner_25m,3041871932686336,Seismic Excavator/Scanner,comlink,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.hk_51.multi.item_component_scanner_35m,3041876227653632,Seismic Excavator/Scanner,comlink,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.hk_51.multi.item_component_scanner_45m,3041880522620928,Seismic Excavator/Scanner,comlink,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.hk_51.multi.item_prototype_scanner,3041502565498880,Overloaded Burst Scan,powerconduita,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.hk_51.multi.on_use_unearthed_hk_arm,2990830541340672,Extracting...,droidarticulation,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.multi.on_use_unearthed_hk_head,2990362389905408,Extracting...,protocoldroidhead,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.multi.on_use_wrapped_hk_transistor,2990826246373376,Unwrapping...,wrappedparcel,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretika.crushing_death,3000593002004480,Crushing Death,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.air_tight_seal,2985848379277312,Air Tight Seal,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.air_tight_seal_kill,3058587945402368,Air Tight Seal,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.boss_bite,3024640523894784,Chomp,animalskull,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.boss_jump_smash,3024610459123712,Rage Smash,concussionmissiles,Force,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.boss_knockback_cone,3024318401347584,Shockwave Slam,turbulence,Force,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.boss_knockup_arc,3024374235922432,Sweep,thrown,Force,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.hk_51.theoretikan.boss_leap,3024292631543808,Pounce,forcecharge,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.boss_roar_debuff,3023996278800384,Deafening Roar,forcestream,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.hk_51.theoretikan.electrified_floor_damage,2979079510818816,Electrocution,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.electrified_floor_kill,2981493282439168,Electrocution,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.nylite_injection,2994025997008896,Injecting...,koltoinfusion,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.hk_51.theoretikan.theoretikan_gated_light_probe,2973603427516416,Illumination Probe,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.pvp.seline.energy_orb_carrier,3149039956656128,Gree Energy Orbs,lightning_burst,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.pvp.seline.explosion,2996319509544960,Pylon Detonation,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.pvp.seline.gather_energy_objective,3217244037316608,Gathering Orbs,lightning_burst,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.pvp.seline.id_team_a,2999300216848384,Member of Team A,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.pvp.seline.id_team_b,2999308806782976,Member of Team B,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.pvp.seline.kill,2999252972208128,Death,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.pvp.seline.safe,2998355324043264,Protected,recharge,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.achievement.survival_boss4_transformed_kephess,,,comlink,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.data_core.dual_core,3246308081008640,Dual Core,shuttlepassvariant,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_mortal.end_line,3037486771077120,End Line,weakenresolve,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_mortal.flurry,3037482476109824,Melee Attack,,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_mortal.fragment,3037495361011712,Fragment,slash,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_mortal.pause,3037491066044416,Pause Break,taserjolt,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_prime.difficulity_1.energy_disk,2954516592852992,Data Disk,saberThrow,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_prime.difficulity_2.energy_disk,2999540735016960,Data Disk,saberThrow,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_prime.difficulity_3.energy_disk,3010119239467008,Data Disk,saberThrow,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_prime.difficulity_4.energy_disk,3010136419336192,Data Disk,saberThrow,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_prime.flurry,3037568375455744,Melee Attack,,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_standard.ballistic,3037585555324928,Overload,overload,Tech,1.5,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_standard.flurry,3037576965390336,Melee Attack,,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.droid_standard.maul,3037581260357632,Maul,sunderingassault,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_1.firewall,2952888800247808,Black Obtuse,encrypteddatadisk,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_2.delete_allow,2959344136093696,White Perpendicular,portablecover,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_2.delete_blue,2959348431060992,Blue Deletion Protocol,silverdatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_2.delete_counter,2979397338398720,Blue Data Corruption,silverdatadisk,None,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_2.delete_orange,2959357020995584,Orange Deletion Protocol,copperdatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_2.delete_purple,2959361315962880,Purple Deletion Protocol,voiletdatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_2.delete_yellow,2959369905897472,Yellow Deletion Protocol,golddatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_2.firewall,2998471288160256,Black Obtuse,encrypteddatadisk,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_3.firewall,3010179369009152,Black Obtuse,encrypteddatadisk,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_4.delete_allow,3010230908616704,White Perpendicular,portablecover,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_4.delete_blue,3010235203584000,Blue Deletion Protocol,silverdatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_4.delete_counter,3010239498551296,Blue Data Corruption,silverdatadisk,None,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_4.delete_orange,3010243793518592,Orange Deletion Protocol,copperdatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_4.delete_purple,3010248088485888,Purple Deletion Protocol,voiletdatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_4.delete_yellow,3010252383453184,Yellow Deletion Protocol,golddatadisk,None,8.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.difficulty_4.firewall,3010256678420480,Black Obtuse,encrypteddatadisk,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.enrage,3060387536699392,Enrage,,None,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.flurry,3037602735194112,Ranged Attack,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.guardian.heavy_blast,3037607030161408,Disinfection,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.color_buff_blue,2939127725031424,Blue Bisector,silverdatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.color_buff_green,,,silverdatadisk,None,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.color_buff_orange,2939720430518272,Orange Bisector,copperdatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.color_buff_purple,2939763380191232,Purple Bisector,voiletdatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.color_buff_red,,,silverdatadisk,None,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.color_buff_white,,,silverdatadisk,None,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.color_buff_yellow,2939767675158528,Yellow Bisector,golddatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_blue,2941906568871936,Diagnostic Override,silverdatadisk,None,,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_blue_allow,2948430624194560,Black Parallel,encrypteddatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_blue_story,3036894065590272,Diagnostic Override,silverdatadisk,None,,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_orange,2941923748741120,Diagnostic Override,copperdatadisk,None,3.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_orange_allow,2950805741109248,Black Parallel,encrypteddatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_orange_story,3036898360557568,Diagnostic Override,copperdatadisk,None,3.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_purple,2941928043708416,Diagnostic Override,voiletdatadisk,None,3.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_purple_allow,2950810036076544,Black Parallel,encrypteddatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_purple_story,3036902655524864,Diagnostic Override,voiletdatadisk,None,3.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_yellow,2941932338675712,Diagnostic Override,golddatadisk,None,3.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_yellow_allow,2950818626011136,Black Parallel,encrypteddatadisk,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.core_console_yellow_story,3036906950492160,Diagnostic Override,golddatadisk,None,3.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.frustration,3058953017622528,Frustration,,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.instant_kill,2981458922700800,Kill Self,,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.probe_blue,2993776888905728,Blue Obtuse,mysticalupgrade2,Tech,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.probe_orange,2993781183873024,Orange Obtuse,mysticalupgrade2,Tech,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.probe_purple,2993785478840320,Purple Obtuse,mysticalupgrade2,Tech,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.probe_yellow,2993789773807616,Yellow Obtuse,mysticalupgrade2,Tech,,,,False,False,False,False,True,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.shield_buff_blue,2957991221395456,Blue Obtuse,mysticalupgrade2,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.shield_buff_orange,2958167315054592,Orange Obtuse,mysticalupgrade6,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.shield_buff_purple,2958188789891072,Purple Obtuse,mysticalupgrade4,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.raid.asation.enemy.boss.core.logic.shield_buff_yellow,2958193084858368,Yellow Obtuse,mysticalupgrade3,None,,,,False,False,False,False,False,False,False
